Employee ID,First Name,Last Name,Gender,State,City,Hire Date,Department,Job Title,Education Level,Performance Rating,Overtime,Salary,Birth Date,Termination Date,Adjusted Salary
E001279,Andrea,Green,Female,Texas,Houston,2021-01-06 16:17:18.264356928,HR,HR Specialist,Bachelor's,Satisfactory,No,55193,1972-01-06 16:17:18.264356928,,57952.65
E001280,Alicia,Mitchell,Male,Florida,Tampa,2019-03-01 09:18:10.701071840,HR,HR Assistant,Bachelor's,Satisfactory,No,48045,1982-03-01 09:18:10.701071840,,49005.9
E001281,Katelyn,Dalton,Male,New York,New York City,2015-11-26 01:33:29.400132296,Finance,Financial Analyst,Bachelor's,Satisfactory,No,71674,1965-11-26 01:33:29.400132296,2024-01-12 06:33:35.505076104,76762.85399999999
E001282,Amanda,Williams,Female,Texas,Houston,2021-03-30 01:54:41.562083936,Finance,Accountant,Bachelor's,Excellent,No,65358,1991-03-30 01:54:41.562083936,,65358.0
E001283,Ariel,Pierce,Female,California,San Francisco,2016-06-03 03:28:22.355596744,Finance,Financial Analyst,Bachelor's,Satisfactory,Yes,76418,1957-06-03 03:28:22.355596744,,80238.90000000001
E001284,Angelica,Matthews,Male,California,San Diego,2017-05-02 11:20:34.791920512,Sales,Sales Representative,Bachelor's,Excellent,Yes,52195,1973-05-02 11:20:34.791920512,,55900.845
E001285,David,Mccarthy,Female,Texas,Austin,2019-08-13 17:59:53.977612352,HR,HR Manager,Master's,Needs Improvement,No,88819,1994-08-13 17:59:53.977612352,,97700.90000000001
E001286,Julie,Holder,Male,Florida,Tampa,2019-03-16 08:02:19.907478032,Sales,Sales Associate,Associate's,Satisfactory,No,35851,1961-03-16 08:02:19.907478032,,38396.42100000001
E001287,David,Hernandez,Female,California,Los Angeles,2020-06-09 09:10:27.180261632,Finance,Finance Manager,Master's,Good,Yes,97385,1982-06-09 09:10:27.180261632,,107123.50000000001
E001288,Peter,Small,Male,Florida,Orlando,2016-12-23 03:16:21.572721416,Finance,Finance Manager,Master's,Excellent,No,102492,1979-12-23 03:16:21.572721416,,120745.8252
E001289,Michael,Bradford,Female,Texas,Houston,2016-05-12 09:13:19.280236152,Engineering,Software Engineer,Bachelor's,Satisfactory,No,92030,1968-05-12 09:13:19.280236152,2019-09-01 20:49:46.612153128,96631.5
E001290,Tricia,Rios,Female,California,Los Angeles,2023-12-23 00:31:45.797968352,Sales,Sales Manager,Bachelor's,Good,Yes,72077,1999-12-23 00:31:45.797968352,,72077.0
E001291,Richard,Smith,Male,New York,Buffalo,2019-07-02 08:16:52.490206480,HR,HR Assistant,Bachelor's,Satisfactory,No,48781,1995-07-02 08:16:52.490206480,,49756.62
E001292,William,Thomas,Female,Texas,Austin,2023-02-27 03:56:06.235852832,Engineering,Senior Software Engineer,Master's,Excellent,No,115603,1990-02-27 03:56:06.235852832,2024-01-05 09:05:35.888257664,127163.30000000002
E001293,Rebekah,Lewis,Male,Florida,Miami,2017-05-27 11:46:37.301556240,HR,HR Manager,Master's,Excellent,Yes,80815,1968-05-27 11:46:37.301556240,,95208.1515
E001294,Amy,Casey,Male,Florida,Miami,2019-09-08 03:45:24.355355072,HR,HR Manager,Master's,Good,Yes,86700,1995-09-08 03:45:24.355355072,,97277.40000000001
E001295,Alexis,Manning,Male,Florida,Tampa,2022-11-07 18:48:00.932983488,Sales,Sales Manager,Bachelor's,Good,Yes,94073,1972-11-07 18:48:00.932983488,,100752.183
E001296,Patricia,Potter,Male,Texas,Dallas,2022-06-10 05:45:36.359185856,Sales,Sales Representative,Bachelor's,Good,No,51244,1982-06-10 05:45:36.359185856,,52268.88
E001297,Joseph,Daniels,Male,New York,Buffalo,2021-07-15 00:28:19.745487552,Sales,Sales Representative,Bachelor's,Good,No,65217,1973-07-15 00:28:19.745487552,,69847.407
E001298,David,Maldonado,Male,Texas,Dallas,2015-04-10 04:34:28.191342111,Finance,Financial Analyst,Bachelor's,Excellent,No,67986,1974-04-10 04:34:28.191342111,,72813.00600000001
E001299,Daniel,Joseph,Male,New York,Buffalo,2019-06-21 05:05:30.805356320,Finance,Accountant,Bachelor's,Needs Improvement,Yes,60445,1993-06-21 05:05:30.805356320,,61653.9
E001300,Kayla,Miller,Male,Florida,Miami,2017-01-10 20:50:01.997606880,Finance,Accountant,Bachelor's,Satisfactory,No,62414,1964-01-10 20:50:01.997606880,,66845.394
E001301,James,Silva,Female,California,San Francisco,2019-05-30 11:55:30.740901296,Engineering,Senior Software Engineer,Master's,Good,No,116331,1989-05-30 11:55:30.740901296,,127964.1
E001302,Lisa,Cooper,Female,California,San Diego,2023-09-22 18:13:25.166623232,Engineering,Software Engineer,Bachelor's,Satisfactory,No,91616,1967-09-22 18:13:25.166623232,,96196.8
E001303,Stephanie,Romero,Female,Florida,Orlando,2019-02-13 13:42:56.612747968,Engineering,Engineering Manager,Master's,Needs Improvement,No,155384,1969-02-13 13:42:56.612747968,,179468.52000000002
E001304,Barbara,Durham,Male,New York,Buffalo,2016-09-22 18:19:59.456145624,Engineering,Senior Software Engineer,Master's,Excellent,No,132235,1959-09-22 18:19:59.456145624,,155786.0535
E001305,Ricky,Larsen,Male,Florida,Orlando,2021-10-13 05:03:23.746021344,Engineering,Software Engineer,Bachelor's,Good,Yes,96813,1983-10-13 05:03:23.746021344,,98749.26
E001306,Eric,Pearson,Female,California,San Francisco,2017-09-06 07:31:30.005066448,HR,HR Assistant,Bachelor's,Good,No,49093,1984-09-06 07:31:30.005066448,,49093.0
E001307,Ryan,Vaughn,Female,Florida,Tampa,2020-11-02 20:59:45.314566848,HR,HR Specialist,Bachelor's,Satisfactory,No,54848,1972-11-02 20:59:45.314566848,,57590.4
E001308,Nicholas,Martin,Male,New York,Rochester,2021-10-27 02:23:49.224391360,Sales,Sales Representative,Bachelor's,Good,Yes,59734,1997-10-27 02:23:49.224391360,,60928.68
E001309,Ruben,Wright,Male,California,San Diego,2022-01-31 15:43:39.400230624,HR,HR Specialist,Bachelor's,Satisfactory,Yes,55276,1992-01-31 15:43:39.400230624,,56381.520000000004
E001310,Joan,Mendoza,Male,Texas,Austin,2016-08-08 22:45:45.446501904,Finance,Finance Manager,Master's,Satisfactory,No,98511,1962-08-08 22:45:45.446501904,,116055.80910000001
E001311,Brandon,Young,Female,New York,Buffalo,2023-10-18 03:44:48.817372864,Engineering,Engineering Manager,Master's,Needs Improvement,No,126417,1992-10-18 03:44:48.817372864,,139058.7
E001312,Sarah,Rogers,Male,California,San Francisco,2018-05-21 21:45:07.151147616,Engineering,Engineering Manager,Master's,Satisfactory,No,147879,1976-05-21 21:45:07.151147616,,174216.24990000005
E001313,Alexander,Martin,Female,California,Los Angeles,2018-05-20 04:37:45.077508544,Sales,Sales Representative,Bachelor's,Needs Improvement,No,50571,1988-05-20 04:37:45.077508544,,50571.0
E001314,Andrew,Johnson,Female,Florida,Tampa,2019-06-13 17:23:00.903799728,Finance,Accountant,Bachelor's,Satisfactory,No,51998,1974-06-13 17:23:00.903799728,,54597.9
E001315,Angela,Mckenzie,Male,California,Los Angeles,2018-08-07 13:09:30.504212448,HR,HR Specialist,Bachelor's,Good,Yes,67728,1971-08-07 13:09:30.504212448,,72536.688
E001316,Timothy,Nicholson,Male,Florida,Orlando,2018-07-08 05:33:54.304709728,Sales,Sales Representative,Bachelor's,Excellent,Yes,64440,1977-07-08 05:33:54.304709728,,69015.24
E001317,Jesse,Thompson,Male,Texas,Austin,2018-03-19 19:09:19.500447792,Engineering,Software Engineer,Bachelor's,Excellent,No,90043,1990-03-19 19:09:19.500447792,,91843.86
E001318,Christina,Michael,Male,California,San Francisco,2020-01-19 02:43:12.904978880,Engineering,Engineering Manager,Master's,Excellent,No,159427,1968-01-19 02:43:12.904978880,,187820.9487
E001319,Fred,Sanchez,Female,Florida,Tampa,2018-06-10 23:58:16.700111904,Finance,Financial Analyst,Bachelor's,Good,Yes,78913,1996-06-10 23:58:16.700111904,,78913.0
E001320,Dustin,Vincent,Female,New York,Rochester,2019-01-27 15:32:09.608721520,HR,HR Specialist,Bachelor's,Good,No,56906,1972-01-27 15:32:09.608721520,2022-05-14 01:59:25.827023520,59751.3
E001321,Laura,Wallace,Female,New York,Buffalo,2018-03-01 18:12:05.496059920,HR,HR Assistant,Bachelor's,Satisfactory,No,50931,1971-03-01 18:12:05.496059920,,53477.55
E001322,William,Morse,Female,Florida,Miami,2023-01-10 19:27:17.232119840,Sales,Sales Manager,Bachelor's,Excellent,No,71570,1968-01-10 19:27:17.232119840,,75148.5
E001323,Russell,Moses,Female,New York,Buffalo,2021-11-09 12:04:05.034553760,Sales,Sales Associate,Associate's,Excellent,No,43789,1970-11-09 12:04:05.034553760,,45978.450000000004
E001324,Daniel,Gould,Male,Texas,Dallas,2021-09-16 23:41:52.736659744,HR,HR Assistant,Bachelor's,Needs Improvement,No,55008,1998-09-16 23:41:52.736659744,,56108.16
E001325,Michael,Wood,Male,California,Los Angeles,2016-06-25 22:06:02.770202856,Sales,Sales Associate,Associate's,Good,No,43634,1990-06-25 22:06:02.770202856,,44506.68
E001326,David,Rogers,Female,Texas,Houston,2017-03-29 04:19:14.656310944,Finance,Financial Analyst,Bachelor's,Good,No,72848,1987-03-29 04:19:14.656310944,,72848.0
E001327,Thomas,Brennan,Male,New York,Rochester,2021-01-21 00:14:14.511773984,Engineering,Engineering Manager,Master's,Satisfactory,No,126819,1988-01-21 00:14:14.511773984,,142290.918
E001328,James,Ho,Female,California,San Diego,2021-12-02 20:24:14.637840864,Sales,Sales Associate,Associate's,Satisfactory,No,38228,1972-12-02 20:24:14.637840864,,40139.4
E001329,Noah,Greer,Male,Texas,Austin,2017-11-18 22:03:38.277216144,Engineering,Senior Software Engineer,Master's,Satisfactory,No,130188,1957-11-18 22:03:38.277216144,,153374.48280000003
E001330,Renee,Novak,Female,New York,Buffalo,2015-04-29 00:02:52.020131534,Finance,Finance Manager,Master's,Satisfactory,No,93086,1973-04-29 00:02:52.020131534,,107514.33000000002
E001331,Yesenia,Austin,Female,New York,Buffalo,2015-03-01 18:41:49.580822137,Finance,Finance Manager,Master's,Satisfactory,No,93688,1987-03-01 18:41:49.580822137,,103056.8
E001332,Melissa,Sullivan,Male,New York,Buffalo,2015-07-11 21:30:26.291837832,Sales,Sales Manager,Bachelor's,Satisfactory,No,86955,1968-07-11 21:30:26.291837832,,93128.80500000001
E001333,Sierra,White,Male,Texas,Austin,2021-12-29 01:09:11.825876352,HR,HR Specialist,Bachelor's,Satisfactory,No,53720,1962-12-29 01:09:11.825876352,,57534.12
E001334,Christopher,Miles,Male,New York,Rochester,2022-11-21 18:26:23.007577920,Sales,Sales Representative,Bachelor's,Satisfactory,No,67018,1980-11-21 18:26:23.007577920,,68358.36
E001335,Michael,Brown,Male,Texas,Austin,2015-04-28 16:52:37.685654534,Engineering,Engineering Manager,Master's,Good,No,153542,1993-04-28 16:52:37.685654534,,172274.124
E001336,Cindy,Moore,Female,New York,New York City,2023-09-26 07:50:05.971893216,Finance,Financial Analyst,Bachelor's,Satisfactory,No,74253,1972-09-26 07:50:05.971893216,,77965.65000000001
E001337,Randy,Ortega,Male,Florida,Orlando,2022-06-25 22:49:30.831771168,HR,HR Manager,Master's,Needs Improvement,No,73453,1963-06-25 22:49:30.831771168,,86534.9793
E001338,John,Johnson,Male,New York,Buffalo,2022-08-15 03:06:33.949886048,Engineering,Engineering Manager,Master's,Excellent,Yes,150285,1995-08-15 03:06:33.949886048,,168619.77000000002
E001339,Elizabeth,Ryan,Male,New York,New York City,2021-05-30 05:28:30.818948576,Engineering,Engineering Manager,Master's,Satisfactory,No,137696,1975-05-30 05:28:30.818948576,,162219.65760000004
E001340,Shelley,Acevedo,Male,New York,New York City,2015-12-03 10:29:07.378288452,Sales,Sales Representative,Bachelor's,Satisfactory,Yes,57016,1967-12-03 10:29:07.378288452,,61064.136000000006
E001341,Joyce,Wright,Female,Florida,Miami,2019-12-15 23:43:03.989776160,Sales,Sales Associate,Associate's,Excellent,No,48822,1990-12-15 23:43:03.989776160,,48822.0
E001342,John,Davis,Female,California,San Diego,2017-06-27 01:26:03.765686064,Sales,Sales Associate,Associate's,Satisfactory,No,41756,1981-06-27 01:26:03.765686064,,41756.0
E001343,Mark,Gonzalez,Male,California,San Diego,2018-01-18 12:08:51.832527888,HR,HR Assistant,Bachelor's,Satisfactory,No,58173,1984-01-18 12:08:51.832527888,,59336.46
E001344,Travis,Webb,Male,New York,Buffalo,2021-05-16 17:04:58.724555712,Sales,Sales Representative,Bachelor's,Satisfactory,Yes,51000,1982-05-16 17:04:58.724555712,,52020.0
E001345,Stephanie,Brooks,Male,Texas,Dallas,2015-11-05 16:06:02.863927448,Engineering,Engineering Manager,Master's,Satisfactory,Yes,125404,1965-11-05 16:06:02.863927448,2023-05-18 12:20:31.516473368,147738.4524
E001346,Patricia,Kennedy,Female,New York,New York City,2016-02-11 05:34:13.606861036,Engineering,Senior Software Engineer,Master's,Good,Yes,136462,1979-02-11 05:34:13.606861036,,157613.61000000002
E001347,Alicia,Smith,Female,Florida,Tampa,2021-06-28 09:41:11.732798336,HR,HR Manager,Master's,Needs Improvement,No,83467,1988-06-28 09:41:11.732798336,,91813.70000000001
E001348,Dakota,Nichols,Male,California,Los Angeles,2015-01-20 14:03:52.540030311,HR,HR Specialist,Bachelor's,Needs Improvement,No,65307,1985-01-20 14:03:52.540030311,2017-09-12 01:55:35.633634175,66613.14
E001349,Joseph,Lewis,Female,California,Los Angeles,2020-06-04 10:45:47.951355232,HR,HR Manager,Master's,Satisfactory,No,70213,1980-06-04 10:45:47.951355232,,77234.3
E001350,Jesus,Graham,Female,California,Los Angeles,2020-08-12 00:49:36.364538240,HR,HR Assistant,Bachelor's,Satisfactory,No,54694,1980-08-12 00:49:36.364538240,,54694.0
E001351,Nicole,Lopez,Female,Florida,Tampa,2022-06-28 20:47:49.239552448,Sales,Sales Representative,Bachelor's,Good,No,53830,1978-06-28 20:47:49.239552448,,56521.5
E001352,Daniel,Fisher,Male,Texas,Austin,2019-06-15 16:59:33.619852352,Engineering,Senior Software Engineer,Master's,Satisfactory,No,114589,1986-06-15 16:59:33.619852352,,128568.85800000001
E001353,Barbara,Anderson,Female,New York,Buffalo,2015-09-13 16:06:55.608634544,Sales,Sales Associate,Associate's,Satisfactory,Yes,36728,1978-09-13 16:06:55.608634544,,38564.4
E001354,Theresa,White,Male,Florida,Miami,2022-03-01 22:21:53.474815072,Sales,Sales Manager,Bachelor's,Good,Yes,97485,1985-03-01 22:21:53.474815072,,99434.7
E001355,Christopher,Powers,Male,Texas,Dallas,2022-05-07 05:32:30.394011808,HR,HR Specialist,Bachelor's,Satisfactory,No,62134,2000-05-07 05:32:30.394011808,,63376.68
E001356,Cynthia,Knox,Female,Texas,Dallas,2018-05-05 18:24:28.368241056,Sales,Sales Representative,Bachelor's,Good,No,53545,1959-05-05 18:24:28.368241056,,56222.25
E001357,James,Wilcox,Male,New York,Buffalo,2019-01-02 23:39:40.160648768,Finance,Finance Manager,Master's,Satisfactory,Yes,99321,1967-01-02 23:39:40.160648768,,117010.07010000001
E001358,Brenda,Payne,Male,California,Los Angeles,2019-11-27 21:06:18.767618464,Engineering,Software Engineer,Bachelor's,Satisfactory,Yes,105946,1962-11-27 21:06:18.767618464,,113468.166
E001359,Jeffrey,Carlson,Male,New York,Buffalo,2019-06-11 17:04:08.557883184,HR,HR Specialist,Bachelor's,Satisfactory,Yes,55122,1997-06-11 17:04:08.557883184,,56224.44
E001360,Rebecca,Lynch,Female,New York,Buffalo,2016-06-17 06:27:25.664984952,Engineering,Software Engineer,Bachelor's,Satisfactory,No,88142,1990-06-17 06:27:25.664984952,,88142.0
E001361,Ashley,Miller,Male,California,San Diego,2017-03-18 11:36:13.756182384,Sales,Sales Associate,Associate's,Good,No,43250,1991-03-18 11:36:13.756182384,2023-06-12 21:25:20.366636272,44115.0
E001362,Courtney,Anderson,Female,New York,Buffalo,2015-12-31 11:59:30.385920364,HR,HR Specialist,Bachelor's,Satisfactory,No,57120,1964-12-31 11:59:30.385920364,,59976.0
E001363,John,Martinez,Male,New York,Rochester,2017-07-12 19:05:40.366848096,Sales,Sales Associate,Associate's,Satisfactory,No,35138,1982-07-12 19:05:40.366848096,,35840.76
E001364,Kelly,Kerr,Male,New York,New York City,2020-03-18 17:17:34.348157856,Finance,Finance Manager,Master's,Satisfactory,No,105691,1985-03-18 17:17:34.348157856,2022-06-22 06:54:18.041364000,118585.30200000001
E001365,Daniel,Thomas,Female,New York,Rochester,2020-08-19 02:16:37.141012032,Engineering,Senior Software Engineer,Master's,Excellent,No,119379,1983-08-19 02:16:37.141012032,,131316.90000000002
E001366,Mary,Weber,Male,New York,Buffalo,2020-08-17 11:42:52.165407392,HR,HR Specialist,Bachelor's,Good,No,57790,1977-08-17 11:42:52.165407392,,61893.090000000004
E001367,Paul,Jackson,Male,New York,Rochester,2023-10-10 18:47:54.107156064,Finance,Finance Manager,Master's,Satisfactory,No,113955,1984-10-10 18:47:54.107156064,,127857.51000000002
E001368,Russell,Perry,Male,New York,Rochester,2022-01-03 21:32:55.868184928,Engineering,Senior Software Engineer,Master's,Excellent,No,136842,1969-01-03 21:32:55.868184928,,161213.56020000004
E001369,Ronald,Pearson,Male,Texas,Dallas,2019-05-17 17:09:31.935843584,Finance,Finance Manager,Master's,Excellent,No,111245,1978-05-17 17:09:31.935843584,,131057.73450000002
E001370,Jacqueline,Gibson,Female,California,Los Angeles,2017-11-24 00:34:01.867687376,Finance,Financial Analyst,Bachelor's,Satisfactory,No,68379,1976-11-24 00:34:01.867687376,,71797.95
E001371,David,Flynn,Male,Texas,Dallas,2018-01-25 19:12:51.879328272,HR,HR Manager,Master's,Satisfactory,No,71859,1988-01-25 19:12:51.879328272,,80625.79800000001
E001372,Nicholas,Leach,Male,California,Los Angeles,2022-07-19 01:50:35.184811008,Engineering,Software Engineer,Bachelor's,Good,No,101119,1994-07-19 01:50:35.184811008,2024-03-14 05:00:20.438501040,103141.38
E001373,Christine,Martinez,Female,New York,New York City,2018-03-07 23:49:49.244084176,HR,HR Specialist,Bachelor's,Good,No,54558,1972-03-07 23:49:49.244084176,,57285.9
E001374,Samuel,Dennis,Female,Florida,Orlando,2017-05-25 09:52:49.941366000,HR,HR Specialist,Bachelor's,Good,No,62350,1986-05-25 09:52:49.941366000,,62350.0
E001375,Jerry,Collins,Female,Florida,Orlando,2021-08-02 02:40:15.963381216,HR,HR Manager,Master's,Excellent,Yes,83953,1979-08-02 02:40:15.963381216,,96965.71500000001
E001376,Jessica,Herrera,Male,California,San Francisco,2015-08-02 12:42:42.066811464,HR,HR Manager,Master's,Needs Improvement,No,89960,1969-08-02 12:42:42.066811464,2019-03-10 16:26:10.272493512,105981.87600000002
E001377,Amy,Henderson,Female,Texas,Austin,2022-08-12 07:49:31.702519872,Finance,Financial Analyst,Bachelor's,Excellent,Yes,60566,1995-08-12 07:49:31.702519872,,60566.0
E001378,Richard,Wilson,Male,Florida,Tampa,2023-08-29 12:54:08.885901760,Engineering,Senior Software Engineer,Master's,Satisfactory,No,137710,1984-08-29 12:54:08.885901760,,154510.62000000002
E001379,Nicole,Schwartz,Male,Texas,Houston,2023-06-23 09:45:13.474790432,Engineering,Senior Software Engineer,Master's,Satisfactory,No,134076,1968-06-23 09:45:13.474790432,,157954.9356
E001380,Patricia,Jackson,Female,California,San Diego,2020-10-19 12:22:55.393568640,HR,HR Specialist,Bachelor's,Good,Yes,54627,1993-10-19 12:22:55.393568640,,54627.0
E001381,Jacob,Perez,Male,Florida,Orlando,2022-12-21 03:43:09.689211712,Finance,Finance Manager,Master's,Excellent,No,119184,1974-12-21 03:43:09.689211712,,140410.67040000003
E001382,Colin,Mccoy,Male,California,Los Angeles,2019-10-10 01:59:39.566882016,Sales,Sales Associate,Associate's,Satisfactory,No,49599,1986-10-10 01:59:39.566882016,,50590.98
E001383,Michelle,Brooks,Female,New York,New York City,2022-04-19 04:52:22.738697216,Finance,Accountant,Bachelor's,Needs Improvement,No,53120,1966-04-19 04:52:22.738697216,2024-03-03 06:36:17.370835208,55776.0
E001384,Ian,Gonzales,Male,Florida,Orlando,2016-07-11 09:35:55.189740808,Sales,Sales Representative,Bachelor's,Satisfactory,No,50366,1956-07-11 09:35:55.189740808,,53941.986000000004
E001385,Cory,Patterson,Female,Florida,Miami,2021-11-10 19:46:16.628383232,HR,HR Assistant,Bachelor's,Good,No,47772,1978-11-10 19:46:16.628383232,,50160.6
E001386,Gregory,Harrington,Female,Texas,Dallas,2016-04-11 08:43:34.542891768,Finance,Financial Analyst,Bachelor's,Good,No,78190,1986-04-11 08:43:34.542891768,,78190.0
E001387,Nicholas,Kelly,Male,Texas,Houston,2022-02-16 19:48:45.289749952,Engineering,Engineering Manager,Master's,Good,Yes,154876,1991-02-16 19:48:45.289749952,,173770.872
E001388,Sophia,Tucker,Female,Florida,Tampa,2016-12-22 07:26:33.418776264,HR,HR Assistant,Bachelor's,Good,No,46930,1982-12-22 07:26:33.418776264,,46930.0
E001389,Mary,Johnson,Female,Texas,Austin,2020-07-13 16:55:47.908594176,HR,HR Assistant,Bachelor's,Satisfactory,No,45467,1961-07-13 16:55:47.908594176,2023-08-01 00:20:39.647237616,47740.35
E001390,Howard,Brown,Male,Florida,Orlando,2023-12-12 04:31:43.483383424,Finance,Accountant,Bachelor's,Satisfactory,No,55774,1982-12-12 04:31:43.483383424,,56889.48
E001391,Tiffany,Moore,Female,Texas,Dallas,2017-01-12 13:42:31.294945112,Engineering,Engineering Manager,Master's,Satisfactory,No,143836,1978-01-12 13:42:31.294945112,2023-12-07 01:51:28.371455992,166130.58000000002
E001392,Robert,Henderson,Female,Texas,Dallas,2018-12-20 23:30:17.599214704,Finance,Accountant,Bachelor's,Excellent,Yes,60848,1977-12-20 23:30:17.599214704,2021-08-20 08:13:42.834453680,63890.4
E001393,Kristie,Brown,Male,New York,Rochester,2015-05-31 16:48:14.056330374,Engineering,Senior Software Engineer,Master's,Satisfactory,No,108475,1963-05-31 16:48:14.056330374,,127794.39750000002
E001394,Cheryl,Love,Female,Texas,Houston,2020-10-01 15:35:53.013342720,HR,HR Specialist,Bachelor's,Satisfactory,No,69433,1967-10-01 15:35:53.013342720,,72904.65000000001
E001395,Tyler,Potter,Male,California,Los Angeles,2020-05-22 15:05:49.424848224,Engineering,Senior Software Engineer,Master's,Good,Yes,108144,1998-05-22 15:05:49.424848224,,121337.56800000001
E001396,Joshua,Johnson,Male,New York,Rochester,2020-10-17 22:03:02.119147264,Engineering,Software Engineer,Bachelor's,Satisfactory,No,80413,1996-10-17 22:03:02.119147264,,82021.26
E001397,Daniel,Reid,Male,New York,Rochester,2020-11-16 11:37:49.497421920,HR,HR Specialist,Bachelor's,Satisfactory,No,61264,1995-11-16 11:37:49.497421920,,62489.28
E001398,Kenneth,Ferrell,Male,Texas,Houston,2020-10-11 02:13:35.722743808,Engineering,Engineering Manager,Master's,Good,No,158175,1988-10-11 02:13:35.722743808,,177472.35
E001399,Melissa,Riley,Female,Texas,Austin,2017-10-28 18:57:38.446972080,HR,HR Manager,Master's,Satisfactory,Yes,86228,1974-10-28 18:57:38.446972080,,99593.34000000001
E001400,Haley,Diaz,Female,Texas,Dallas,2017-07-15 23:57:34.316394048,Engineering,Engineering Manager,Master's,Excellent,No,147862,1971-07-15 23:57:34.316394048,,170780.61000000002
E001401,Sean,Guzman,Female,California,San Francisco,2017-01-30 18:17:10.743668848,Engineering,Senior Software Engineer,Master's,Excellent,No,124969,1957-01-30 18:17:10.743668848,,144339.19500000004
E001402,Adrian,Collins,Female,Texas,Austin,2020-02-15 10:45:16.394370720,HR,HR Assistant,Bachelor's,Satisfactory,Yes,58111,1970-02-15 10:45:16.394370720,,61016.55
E001403,Clinton,Jones,Male,Texas,Austin,2019-12-18 18:41:13.965115200,HR,HR Specialist,Bachelor's,Good,Yes,54669,1963-12-18 18:41:13.965115200,2022-04-13 17:26:53.577665984,58550.498999999996
E001404,Kimberly,Stewart,Male,New York,Rochester,2017-03-04 01:08:34.624100888,Sales,Sales Representative,Bachelor's,Good,No,65262,1982-03-04 01:08:34.624100888,,66567.24
E001405,Alan,Davis,Female,California,San Francisco,2017-02-10 03:22:35.578741480,Sales,Sales Associate,Associate's,Needs Improvement,No,38985,1989-02-10 03:22:35.578741480,,38985.0
E001406,Janice,Watkins,Male,Florida,Miami,2022-01-31 04:34:08.426477056,Engineering,Engineering Manager,Master's,Satisfactory,Yes,139378,1991-01-31 04:34:08.426477056,,156382.116
E001407,David,Alvarado,Female,Texas,Dallas,2018-06-10 12:21:57.421709952,Sales,Sales Representative,Bachelor's,Satisfactory,No,52069,1992-06-10 12:21:57.421709952,,52069.0
E001408,Jesse,Thompson,Female,New York,Rochester,2021-10-01 08:22:55.955614336,Sales,Sales Associate,Associate's,Needs Improvement,Yes,47778,1978-10-01 08:22:55.955614336,,50166.9
E001409,David,Peters,Male,Texas,Austin,2021-04-11 07:24:49.575265952,Engineering,Software Engineer,Bachelor's,Satisfactory,No,107986,1969-04-11 07:24:49.575265952,,115653.00600000001
E001410,Dawn,Green,Male,New York,Rochester,2015-08-22 13:49:58.570265576,HR,HR Manager,Master's,Excellent,No,87221,1986-08-22 13:49:58.570265576,,97861.962
E001411,Philip,Strickland,Male,Florida,Orlando,2016-11-14 13:29:01.103454744,Finance,Financial Analyst,Bachelor's,Excellent,Yes,64030,1991-11-14 13:29:01.103454744,,65310.6
E001412,Scott,Harvey,Female,California,San Francisco,2017-03-19 19:00:46.195713520,HR,HR Manager,Master's,Needs Improvement,Yes,76367,1991-03-19 19:00:46.195713520,,84003.70000000001
E001413,Michelle,Garcia,Female,Florida,Tampa,2022-09-28 00:06:44.844617056,Engineering,Senior Software Engineer,Master's,Satisfactory,No,134897,1997-09-28 00:06:44.844617056,,148386.7
E001414,Karen,Brown,Female,California,San Francisco,2022-02-27 10:50:02.916844704,Finance,Finance Manager,Master's,Satisfactory,No,105243,1987-02-27 10:50:02.916844704,,115767.3
E001415,Luis,Hernandez,Male,Florida,Tampa,2019-04-14 23:19:42.822209968,HR,HR Manager,Master's,Satisfactory,No,77024,1991-04-14 23:19:42.822209968,,86420.928
E001416,Benjamin,Day,Female,California,Los Angeles,2019-05-27 09:23:19.854589408,Engineering,Software Engineer,Bachelor's,Satisfactory,No,93406,1960-05-27 09:23:19.854589408,,98076.3
E001417,Kristi,Oconnor,Male,New York,Buffalo,2019-12-24 13:21:22.459987840,HR,HR Assistant,Bachelor's,Good,No,53099,1968-12-24 13:21:22.459987840,,56869.029
E001418,John,Fry,Male,California,San Diego,2015-05-07 06:07:32.268851184,Finance,Finance Manager,Master's,Satisfactory,No,116085,1957-05-07 06:07:32.268851184,,136759.7385
E001419,Lee,Lloyd,Female,Texas,Dallas,2018-05-18 20:45:21.682030432,Finance,Financial Analyst,Bachelor's,Excellent,Yes,72844,1960-05-18 20:45:21.682030432,,76486.2
E001420,Paul,Burns,Male,Florida,Miami,2015-03-18 07:01:33.667058655,Engineering,Software Engineer,Bachelor's,Good,No,97533,1976-03-18 07:01:33.667058655,2023-03-24 04:35:55.798018719,104457.84300000001
E001421,Rebecca,Moore,Male,California,San Francisco,2017-05-25 13:36:40.635387424,Sales,Sales Associate,Associate's,Excellent,No,36458,1961-05-25 13:36:40.635387424,,39046.518000000004
E001422,Kristen,Brown,Female,Florida,Tampa,2020-03-03 00:34:14.144251872,Finance,Accountant,Bachelor's,Good,No,53130,1996-03-03 00:34:14.144251872,,53130.0
E001423,Courtney,Walker,Male,Texas,Houston,2018-11-01 18:23:40.813166272,Sales,Sales Manager,Bachelor's,Satisfactory,No,95298,1978-11-01 18:23:40.813166272,,102064.15800000001
